id,titulo,ref,tipo,categoria,descricao,disponibilidade,preco,razao_social,cnpj,constituicao,tributacao,ativos,valor_estoque,produtos,servicos,fundacao,motivo_venda,vol_vendas_a_1,vol_vendas_a_2,vol_vendas_a_3,faturamento_mensal,lucro_bruto,margem_lucro,lucro_liquido,imovel,endividamento,condicoes_venda,numero_funcionarios,diferencial,endereco,endereco_complemento,endereco_bairro,cidade,estado,pais,_contato_responsavel,_contato_telefone,_contato_email,_contato_skype
94,"Empresa de Intercambio",,"Agência de Turismo",Serviços,,0,1300000,"C & V Viagens e Intercambio Ltda",03.137.521/0001-83,"Sociedade Limitada","Lucro Presumido","4 computadores, 5 mesas, 11 cadeiras, frigobar, estante, 5 gaveteiros, etc",,,"Passagens aéreas, Pacotes turisticos, intercambio no exterior, reserva de hoteis, seguro internacional, etc",1999,Cansaço,"614953,12","1013502,40","496662,19","59031,04","17709,31",30%,5200,2,"150000,00","a combinar, aceitamos parceria. Topamos negociar da melhor forma.",01,"Atendimento personalizado e escolas com promoções excelentes","Rua Alagoas, 1000","Sala 1202",Funcionarios,Outras,"Minas Gerais",Brasil,"Cláudio de Pinho Tavares","(31) 32618720",claudio@argosintercambio.com,
95,"FERRAMENTARIA E MODELAÇÃO",0070,"Metal mecânico",Indústria,,0,980000,"JM FERRAMENTARIA E USINAGEM LTDA.ME",07.266.815/0001-66,"Sociedade Limitada",Simples,"Centro de usinagem CNC PETRUS 80130 COM MAGAZINE ( fresadora )
TORNO CNC TRAVIS MOD TR-2 ( GRANDE )
TORNO CONVENCIONAL ROMI S30B COM DIGITAL
FURADEIRA
CERRA FITA CIRCULAR
FRESADORA CNC PETRUS 80130R ( COMPLETA ) .R$190.000,00
20 CONES BT40 R$ 5.000,00
MADRILADOR ( ISCAR)  R$ 7.000,00
2 MORÇAS HIDRAULICA R$ 5.000,00
1 MORÇA ( FUSO , SIMPLES ) R$ 1.200,00
3 CAB 50 R 6 R$ 1.500,00
1 CAB 80 R6 R$ 600,00
8 CAB 25 R0,4 A R2.  R$ 2.100,00
4 CAB 32 R 0,4 A R2.  R$1.000,00
4 CAB 16 R 0,4 A R2.  R$800,00
3 CAB 16 R 3,5.  R$600,00
2 CAB 25 R6 E 5. R$ 500,00
2 CAB 20 R 3,5.. R$400,00
1 CAB 20 RETO  R$200,00
1 CAB 22 RETO  R$200,00
1 CAB 14 e 12 RETO  R$400,00
CALÇOS RETIFICADO 10 PAR  R$2.000,00
3 RELOGIO APALPADOR MITUTOIO  R$1.000,00
2 MALETAS DE PINÇAS BT 40 R$ 2600,00
1 CARRINHO PORTA PINÇA  R$ 400,00
1 AR CONDICIONADO 7500BTUS R$ 650,00
1 SALA COM DIVISÓRIAS  R$ 700,00
1 AR COMDICIONADO ESPLINTER 120000BTUA  R$ 2.000,00 (ESTALADO)
ESCRITÓRIO MONTADO ( MOVEIS) R$ 3.000,00
1 TELEFONE FAX.  R$400,00
2 EMPRESSORA.  R$450,00
1 SISTEMA DE BATIDA DE ENTRADA E SAIDA DE FUNCIONARIO COM LEITOR DIGITAL COM PROGRAMA ESTALADONO VALOR DE . R$2.000,00 

FERRAMENTAS DIVERSAS ( BASTÃO METAL DURO DE DIÂMENTRO 1MM ATÉ 23MM
180 PEÇAS ...VALOR ESTIMADO TOTAL R$ 12.000,00

3 computadores   R$ 7.000,00

2 COMPRESSORES UM DE 20 E OUTRO DE 10 PÉS R$ 5.000,00
1 JACARÉ DE 1 TONELADA   R$ 1.200,00
 2 VENTILADORES  R$ 300,00
3 BANCADAS NOVAS.  R$7.000,00
3 BANCADAS GRANDES PARA FECHAMENTOS DE MOLDES R$3.500,00
1 CERRA FITA CIRCULAR.  R$ 6.000,00
1 ARMARIO PARA GUARDAR PARAFUSOS E BROCAS .. R$ 1000,00
1 FURADEIRA MOTOMIL COM BANCADA FIXA. R$1.000,00
1 ESMERIL COM SUPORTE. R$ 600,00
SISTEMA DE AR COMPRIMIDO. R$ 700,00
MAIS DE 200 BROCAS DE VARIOS DIAMETROS. R$ 4000,00









MATERIAL ESTOCADO PREÇO ESTIMADO. R$ 8.000,00
1 CARRO MONTANA ANO 2008 COMPLETO.. R$ 30.000,00
ESTALAÇÕES DE MAQUINAS E ILIMINAÇÕES. R$ 3.000,00
1 IMAM PARA 600 KG.. R$ 2.500,00
1 PAINEL COM CHAVES,SARGENTO, SERRAS,MARTELO,MASSETES,GONIOMETROS ETC.  R$ 2.000,00
MICROMETROS DE 0A25 DE 25 A 50 DE 50 A 75 E 75 A 100. R$ 1500,00
2 ESQUADO.  R$ 300,00
3 SUBITOS. R$ 1800,00
EQUIPAMENTOS PARA FERRAMENTEIRO TIPO CHICOTES AUTA ROTAÇÃO . LIMAS DE VARIOS TAMANHOS , LIMAS DIAMANTADAS, PEDRINHAS PARA ACABAMENTOS , FURADEIRAS LIXADEIRAS E ETC.R$ 3000,00
FERRAMENTAS TORNO (CNC)

•	BROCA TMAX 25 X 75mm.................R$ 550,00
•	BROCA TMAX 17,5 X 55mm..............R$ 450,00
•	FERR. INT. 38 X 250mm......................R$ 260,00
•	FERR. INT. 38 X 165mm……………...R$ 260,00
•	FERR. INT. S40V 45 X 360mm............R$ 435,00
•	FERR. INT PARA CANAL...................R$ 165,00
•	FERR. INT.  V S16.................................R$ 135,00
•	FERR. INT. V S12..................................R$ 135,00
•	FERR. INT METAL DURO..................R$ 450,00
•	FERR. ROSCA INT. SIR 16.................R$ 140,00
•	FERR. ROSCA INT. R166....................R$ 140,00
•	FERR. ROSCA INT. R166 OKF12…...R$ 140,00
•	FERR. INT S20S....................................R$ 130,00
•	FERR. INT S16R………………………R$ 130,00
•	FERR. INT S12M……………………...R$ 130,00
•	FERR.INT S20S………………………..R$ 130,00
•	FERR. EXT TNMG……………………R$ 245,00  2 pçs
•	FERR. EXT W…………………………R$ 170,00
•	FERR. SANGRAR 3mm……………...R$ 250,00   2pçs
•	FERR. CANAL R10mm………………R$ 120,00
•	FERR. SAGRAR 2mm………………..R$ 125,00
•	FERR. EXT SV………………………...R$ 140,00
•	FERR. ESP. CANAL.............................R$ 230,00
•	FERR. ROSCA EXT.............................R$ 170,00
•	FERR. EM V EXT.................................R$ 150,00
•	24 PINÇAS P/ FERR.............................R$ 2.300,00
•	24 JOGOS DE CASTANHAS...............R$ 8.400,00
•	1 JOGO DE CASTANHA TEMPERADA...R$ 2.400,00
•	9 SUPORTE PARA PINÇA..................R$ 1.800,00
•	TOTAL ..........................................R$ 20.280,00
",,"Usinagem de modelos, caixa de macho , placa disa , e fabricação de moldes e manutenção etc...","Usinagem de modelos, caixa de macho , placa disa , e fabricação de moldes e manutenção etc...",2005,"Indiferênças entre sócios",250000,320000,510000,55000,40000,70,15000,2,"Certa de 8.500,00 Mês Duração de mas ou menos 26 meses","980.000,00 com as dividas de financiamentos kitadas ou 730.000,00 assumindo os prestações 
aceitamos carro e casa mas no maximo 30 % do valor do negocio

Não vendemos cotas de participação da empresa ( A venda será 100 % ) ",10,"Temos uma gama grande de clientes em potêncial , sendo as maiores empresas do pais 
Tipo : EMBRACO WHIRLPOOL ; PRODUZIMOS MUITOS FTAIS DE FUNDIÇÃO
WEG FUNDIÇÃO
FRANKLIN ELECTRIC FUNDIÇÃO
METALURGICA IMAM
B BRAUN RIO DE JANEIRO
PLASTICOVILE 
E OUTROS","Rua ; Osvaldo cruz , n º351",,"Boa vista",Joinville,"Santa Catarina",Brasil,"Maicon João Moreira","(047) 30271615 ou 88048977",maicon@jmferramentaria.com.br,
96,"METALÚRGICA - PRODUTO PRÓPRIO",0071,Equipamentos,Indústria,,0,4500000,,,"Sociedade Limitada",Simples,"Moldes gabaritos para produção de quadros, garfos para bicicletas aro 26, 24, 20 e 16 - R$80.000,00.
Cabine de pintura liquida com pistola eletrostática - R$ 10.000,00.
Ferramentas (moldes) e gabaritos para produção de guidões- 
R$ 6.000,00.
Ferramentas (moldes) para produção de transportadores de bicicletas para carro - R$ 80.000,00.
Ferramentas (moldes) para produção de suporte para TV e fornos residenciais - R$45.000,00.
Ferramentas (moldes) para produção de suporte de prateleiras 
R$ 18.000,00.
Ferramentas (moldes) para produção de suporte lixeiras de calçadas - R$ 8.000,00.
Ferramentas (moldes) para produção de para escadas de ferro – 
R$ 20.000,00.
Ferramentas (moldes) para produção de varais para roupas (14 moldes) – R$ 44.000,00.
Ferramentas (moldes) para produção de cadeirinha infantil para bicicleta- R$ 25.000,00.
Guichês e fotolitos das embalagens – R$ 2.000,00.
3 Prensas excêntrica de 40 ton – R$ 37.000,00.
4 Prensas excêntrica de 15 ton –R$ 22.000,00.
1 Prensa excêntrica de 8 ton - R$ 3.000,00.
1 Prensa excêntrica de 65 ton – R$ 20.000,00
1 Prensa excêntrica de 22 ton – R$ 7.000,00
1 Prensa hidráulica de 15 ton – R$ 15.000,00
1 Prensa viradeira de 20 ton – R$ 25.000,00
1 Rebitadeira pneumática R$ 2.500,00
1 Dobradeira hidráulica para tubos R$70.000,00
1 Enfardadeira R$ 2.200,00
5 maquinas de solda mig - R$ 13.000,00.
2 maquina de cortar tubos - R$ 10.000,00.
2 Furadeira de coluna - R$4.000,00.
3 Furadeiras de bancada - 1.500,00.
Furadeiras manuais, esmerilhadeiras - R$ 1.500,00.
1 dobradeira de chapa - R$ 2.000,00.
1 Torno mecânico R$ 2.000,00.
1 Solda a ponto R$ 3.500,00.
1 Guilhotina cortar chapa 2,0x2,0 metros R$ 12.000,00.
1 Dobradeira de tubo - R$ 8.000,00.
1 Maquina cortar arame R$ 12.000,00
1 Empilhadeira elétrica 1,5 ton R$ 8.000,00
1 Empilhadeira GLP - R$ 17.000,00.
1 Sistema de pintura continua com 5 cabines de pintura eletrostática a pó e duas estufas.Estacionário e 1 continua – R$ 198.000,00.
1 Equipamento de informática - R$ 3.000,00.
Caixas para armazenamento e movimentação R$ 6.700,00.
",,"Suportes para TV, Fornos, Microondas, Varais para roupas.
Vários modelos, lixeiras de calçadas, suporte para prateleiras, escadas,  cadeirinha, aparelhos para transportes de bicicletas em carro, escadas de alumínio
",,1994,"Mudança de atividade",3108000,3480000,4010000,450000,,15,65000,2,Nenhum,Negociável,34,"Variada gama de produtos, preço, competitividade, qualidade.
Mercado muito amplo e pronto à ser explorado.
Empresa com capacidade de faturamento acima de R$1.500.000,00 mês, muitos novos produtos com possibilidades de produção exigindo pouco investimento.
Com pouco capital de giro e dedicação, o negócio chega facilmente aos R$1.000.000,00 de faturamento mensal.
","METALINI ",,,Joinville,"Santa Catarina",Brasil,,,,
97,"erasmo charles block",,"Alimentícia ",Indústria,,0,120000,"for exporter ind.e com. de caixas ",09.584.606/0001-96,"Sociedade Simples",Simples,"1 maquina de corte de papelão 
1 prensa hidraulica 
3 seladoras manuais 
1 seladora pneumatica 

1 compressor 10pes 

mesas e gabaritos prontos para trabalhar ",70000,"embalagens para frutas , mercado interno e exportação","fabricação de embalagens ",2008,"sem capital de giro para continuar , devido os acontecimentos de 2008/2009",0000,60000,95000,100000,70000,60%,60000,1,"empresa sem dividas e em funcionamento ","estou a procura de um sócio para capital de giro de 80,000,00 com participação de 50% do capital e 50% do lucro liquido mensal","8 comtratados e 10 tercerizados ","boa cartela de clientes es santa catarina e rio de janeiro , com sistema de emissão de notas fiscai eletronicas com bom departamento comercial","estrada geral braço cunha ","estrada geral ","braço cunha ",Outras,"Santa Catarina",Brasil,"charles ",04733771964/88130904,erasmocomercial@gmail.com,
98,"LOJA DE INFORMÁTICA",0073,Informática,Comércio,,0,230000,,,"Sociedade Limitada",Simples,"Instalações - Balcões e Prateleiras em vidro, vitrine em vidro.
Informática - 1 PC Servidor
1 note marca Acer, 1 PC ara testes, 1 impressora cupom fiscal, 2 impressora multifuncional HP, 1 aparelho de fax, 1 frigobar, utensílios e ferramentas diversas.
",30000,"Informática - Notes, PCs e periféricos, games, impressoras e monitores.
Maquinas fotográfica( câmeras digitais)
Celulares ( Mp7,10,11)
Som.
",,2005,"Falta de Recursos para capital de giro.",832000,868000,820000,30000,10000,15,4500,2,"Dividas com bancos, em torno de R$ 120.000,00 será diminuído do valor do negocio ou tem a possibilidade de assumir as parcelas.","Estudasse sociedade de 50%, a loja só esta vendendo este valor pois esta sem capital de giro, sem produtos para venda",2,"Excelente localização, loja conhecida e ponto estratégico, tem possibilidade de faturar acima de 50 mil mês se tiver capital de giro.

","CIDDE DAS FLORES","mICRO PLAYER",,Joinville,"Santa Catarina",Brasil,,,,
99,"COMÉRCIO DE MEDICAMENTOS",0074,Medicamentos,Comércio,,0,15000,"MEDLAR COM PROD FARMAC LTDA",05.513.461/0001-81,"Sociedade Limitada","Lucro Real","10 computadores, 2 impressoras matricial, 2 impressoras jato de tinta, 1 central telefônica, 11 mesas de escritório, 06 cadeiras modelo secretária, 03 cadeiras modelo chefe, 29 estantes de aço, 08 armários de madeira,02 ar condicionado spliter,08 aparelhos telefônicos, 02 aparelhos telefônico hand set,01 geladeira, 02 frigobar, 01 aparelho de microondas...",50000,"MEDICAMENTOS E PERFUMARIA",,2003,"MUDANÇA DE ATIVIDADE","1483859,10","1266533,40","1557941,44",133000,40550,"4,5",6000,2,"R$ 100.000,00 BNDES 12 meses de carência + 12 meses p/ pagar,
R$ 145.000,00 Capital giro banco do Brasil,
R$55.000,00 capital  giro banco Itaú,
R$ 41.700,00 conta garantida  banco do Brasil.

(todo o passivo da empresa deverá ser completamente transferido aos novos sócios)
","R$ 15.000,00 mais o passivo (aceito imóvel, carro)",8,"Problema é capital de Giro!!

Possui mais de 50 empresas conveniadas diretas, com mais de 47.000 clientes cadastrados, mais de 200 empresas atendidas mediantes cartões, faturamento acima de 200 mil mês já chega a um lucro liquido acima dos 15 mil a empresa esta pronta para crescimento.","RUA XV DE NOVEMBRO, 2049 ","SL 02",GLORIA,Joinville,"Santa Catarina",Brasil,"ADILSON JOSE CORREA",3028-9090,elaine.duarte@medlarmed.com.br,
100,"QUITUTES CANINOS",0075,"Alimentícia ",Indústria,,0,800000,"QUITUTES CANINOS DO BRASIL LTDA EPP",05.346.391/0001-14,"Sociedade Limitada",Simples,"Toda estrutura para fabricação",,"Ossos-nós, palitos e fantasias para cachorros.",,2002,,"1811524,34","1669445,83","2271236,77",250000,32500,10,25000,2,,Negociavel,45,,"AV. AUGUSTO VIEIRA, 710",,"JARDIM MONTREAL",Outras,"São Paulo",Brasil,"JOÃO CLAUDIO MARTINS QUEIROZ","14 3541-6762",administrativo@quitutescaninos.com.br,jan_joaoclaudio
102,"ESCOLA (ENSINO REGULAR E SUPLETIVO)","0076 ",Escolas,Serviços,,3,450000,"Razão Social ","CNPJ ","Sociedade Limitada","Lucro Real","Prédio com mais de 500m2, são 250 carteiras, em 5 salas, sala de professores, banheiros, cantina, escritório, secretaria, sistema de gerenciamento, impressora Xerox.
4 Computadores, diversos moveis...
",,,"Ensino fundamental regular, médio regular, fundamental supletivo, médio supletivo.",1999,"Investimentos em Outros negócios da família",,,232000,19000,15000,20,4000,2,"Possui pouco passivo fácil negociar.
Possui mais de R$ 400.000,00 em contas a receber de alunos que automaticamente irá pagar quando necessitar da documentação.
",Negociável,18,"Escola montada em funcionamento, toda legalizada junto à secretaria da educação, atualmente com 200 alunos, porém já teve mais de 500 alunos falta um trabalho maior na busca de novos alunos os atuais sócios se dedicaram a outros negócios, a possibilidade de cursos técnicos pois já esta em andamento  custo de enfermagem.","Endereço ",Complemento,"Bairro ",Joinville,"Santa Catarina",Brasil,"Rogerio Resendes",99748050,"Email 'RESENDES@projeville.com.br'",Skype
103,"FARMÁCIA DE MANIPULAÇÃO",0077,Medicamentos,Comércio,,0,70000,,,"Sociedade Limitada",Simples,"01 Balança Gehaka 3casas decimais, 01 balança Gehaka 4 casas decimais, misturador para pós rotativo, 
 02 desumidificadores, 02 chapas de aquecimento elétrica, 01 encapsuladora sei-automática tam.2-200 cáps, 3 encapsuladoras manuais tam 00-0-1-2-3-4-200cáps, 01 estufa para secagem de vidrarias, 01 destilador em aço ínox, 01 deionizador, 01 pHmetro, 01 medidor de ponto de fusão, 01 mixer, vidrarias e utensílios em geral para laboratório de líquidos e semi-sólidos, 01 geladeira, 04 computadores, sistema de gestão Farma Fácil.
",18000,"Medicamentos encapsulados, dermo-cosméticos, perfumaria e presentes.",,2001,"Falta de tempo para administrar todos os negócios.",0,233042,325229,"23488,80",18000,30,5000,2,Nenhum,Negociavel,4,"Localização priviegiado no Edifício Centro Médico, carteira de clientes, empresa sem dívidas.","Mario Lobo, 80","Edificio Centro médico",,Joinville,"Santa Catarina",Brasil,CENTRO,,"mvo/ ",
104,"HOTEL ",0078,"Hotéis e Motéis ",Comércio,,0,2000000,"HOTEL CENTRAL PRATAS",10.489.291/0001-87,"Sociedade Simples",Simples,"Hotel  com area contruida de aproximamente 2.500m2 terreno com 3.980 m2, restaurante completo todos ap com ar frigobar Box banheiros restaurante com excelente Buffet.",30000,"Hospedagen almoço e jantar, pizza, churrasco, buffet.","Restaurante e hotel",1980,Aposentadoria,160000,195000,150000,15000,5000,70,10000,1,Nenhum,"Negociavel, junto no mesmo terreno do imovel tem uma casa com 2 quartos sala cozinha e wc junto area de garagen para 20 carros coberta quioske area que esta construido o hotel é de aprox 4.000 metros.",4,"Hotel de frente balneario bairro que tera em breve um dos maiores park aquatico de santa catarina sendo feito pela uzina foz do chapeco como parte da compensação da perda da vazão do rio uruguai este park trara muito movimento sera muito bom para o comercial","AVENIDA DOS ESTADOS 514","EM FRENTE BALNEARIO DE AGUAS TERMAIS","BALNEARIO DE PRATAS",Outras,"Santa Catarina",Brasil,ALAOR,(49)33254400,alaorcarros@hotmail.com,
105,"CONSTRUTORA COM ATESTADOS DE OBRAS",0079,Construtoras,Serviços,,0,30000,"CPPO  PROJETOS E CONSTRUÇÕES LTDA",10.542.598/0001-02,"Sociedade Limitada","Lucro Presumido","Ativos e Recebíveis	Objeto	Valor
Prefeitura de Itararé	1.557,50 horas/máquinas	R$ 316.850,80
Teto Engenharia	Débitos Materiais Rio Preto	R$ 100.000,00
CPPO	Saveiro Trend 2010 CE	R$ 15.000*
",,,,2008,"Término da sociedade",,,5000000,,,,,0,"Siro Materiais Elétricos	R$ 51.927,39
Madeireira Rei de Paus*	R$ 38.450,00
Concreband	R$ 24.760,00
Telefônica	R$ 930,64
Copres – Materiais Elétrico	R$ 9.000,00
Banco Bradesco **	R$ 100.000,00
Elétrica Bel	R$ 4.500,00
Impostos	R$ 200,00
Impostos Federais	R$ 50.000,00
Eng. Daniel 	R$ 3.000,00
Trabalhista Odair	R$ 5.500,00
Trabalhista Marcelo	R$ 4.000,00
Omissos	R$ 20.000,00
TOTAL	R$ 312.268,03
","O futuro comprador assume os débitos e os ativos.",,"Dragagem, limpeza e desassoreamento de córregos, rios e canais*	São José dos Campos
Execução de piscinão*	Guarulhos
Fornecimento e montagem de painéis*	Rod. Dutra – SP
Aterro Sanitário**	Itararé – SP
Execução de taludes em lixão**	Itararé ´SP
Reforma e ampliação da Câmara Municipal - instalação de elevador e acessibilidade de idosos e obesos no plenário***	Praia Grande – SP
Reforma e adequação para implantação de biblioteca**	Praia Grande – SP
Ampliação da Câmara Municipal**	Praia Grande – SP
","AV PRES KENNEDY, 895",,BOQUEIRÃO,Outras,"São Paulo",Brasil,MIGUEL,1196697777,miguel@cppo.com.br,
106,CONTABILIDADE,0080,"Escritórios de Contabilidade",Serviços,,0,110000,"ALFACONTA CONTABILIDADE EMPRESARIAL LTDA",04.160.536/0001-25,"Sociedade Simples",Simples,"Sistema, 1 servidor, 1 computador etc...",,,,2001,,32000,78000,92000,7300,6900,50,5000,2,,"Somente Avista",1,"Convênio com SEBRAE
Carteira de Cliente de fácil gerenciamento um bom contador toca todo negocio.
23 clientes (6 Lucro presumido o restante no simples federal)
","RUA AREIA BRANCA 807",,"JARDIM IRIRIU",Joinville,"Santa Catarina",Brasil,"FERNANDO RODRIGUES DA SILVA",47-3025-5006,clientes@alfaconta.com.br,
107,"EMPRESA DE FERRAGENS IMPORTADORA E DISTRIBUIDORA ",,Distribuidoras,Comércio,,0,4000000,"REBITARE COMERCIO DE FERRAGENS",85.463.131/0001-68,"Sociedade Limitada",Simples,"Á RELACIONAR (SOMENTE INCLUSO EQUIPAMENTOS OPERACIONAIS, EXCLUSO IMÓVEIS)",1000000,"REBITES E FIXADORES","ATENDE A INDUSTRIA EM GERAL",1992,"MUDANÇA DE RAMO DE ATIVIDADE",1000000,1200000,980000,100000,50000,50,35000,1,"EMPRESA SEM ENDIVIDAMENTO","VENDA EXCLUSIVAMENTE DO ESTOQUE, INSTALAÇÕES E MARCAS REGISTRADAS (2)",4,"EMPRESA COM PRODUTO LIDER EM QUALIDADE NO MERCADO.
MERCADO COM POTENCIAL PARA QUADRUPLICAR O FATURAMENTO EM PRAZO MENOR QUE UM ANO, EXPANsÃO DA EMPRESA NÃO REALIZADA ATÉ ENTÃO PELO PERFIL EXTRAMAMENTE CONSERVADOR DA PRESIDÊNCIA DA EMPRESA.","RUA OCTÁVIO SHIAVON, 96",,"CAPÃO DA IMBUIA",Curitiba,Paraná,Brasil,"MICHAEL ","41 3267 1364",COMPRAS@REBITARE.COM.BR,
108,"VENDO EMPRESA DE MONTAGEM E MANUENÇÃO INDUSTRIAL",,Equipamentos,Indústria,,0,200000,"METAL BRASIL",06.088.980/0001-02,"Sociedade Limitada","Lucro Presumido","maquinas de soldas e ferramentas e imovel galpão com area de 2000m2 e dois carros",,,,2001,endividamento,100000,8000000,3000000,1000,10,30%,,1,"aproximadamente novecentos mil reais",,,,"rua sao pedro 88",,"NOVO HORIZONTE",Outras,"Espírito Santo",Brasil,PEDRO,"(27) 9896-1147",gerencia@metalbrasilengenharia.com.br,
109,"LOTÉRICA RIO GRANDE DO SUL",0083,Lotérica,Serviços,,0,100000,"Loteria Capela de Santana",02.629.420/0001-67,"Sociedade Simples",Simples,"Um terminal, todos os equipamentos novos de uma lotérica, único dono. ",1000,"Todos os produtos de uma unidade lotérica.","Todos os produtos e serviços de uma unidade lotérica, jogos, contas, abertura de contas, consórcios, financiamento e etc",2008,"Sou carioca e quero retornar ao meu estado de origem",0,0,45000,4500,4300,30,3000,2,"Não Há, nunca teve sinistro.","Venda total, aceita carro, negociável",1,"O parceiro é muito forte, muito sólido e com muita credibilidade no mercado, é a única lotérica da cidade, a cidade em questão tem 12 mil pessoas.

Perto de Porto Alegre a 55km.

","Av. Coronel Orestes Lucas 1780",,Centro,Outras,"Rio Grande do Sul",Brasil,"André Castro Granha de Oliveira","21 98696234",andgranha@bol.com.br,
110,"LOJA DE PERFUMES",0084,"Lojas Shopping",Comércio,,0,200000,"FIORE PERFUMES E COSMETICOS LTDA",10.304.077/0001-09,"Sociedade Limitada",Simples,"Computador, móveis etc...",30000,PERFUMARIA,"PERFUMES E COSMETICOS","Entre 2000 e 2001","Problema de saúde na família","0,0","0,0",600000,50000,30000,50,6000,2,,"A negociar",07,"Exclusividade da franquia em Joinville.","RUA MARIO LOBO 106 LOJA 48RUA ORESTES GUIMARAES, 762 LOJA 19RUA DR.JOÃO COLIN, ",,CENTRO,Joinville,"Santa Catarina",Brasil,ROSANI,34230341,ROSANI05@HOTMAIL.COM,
111,"INDÚSTRIA DE PLÁSTICOS EM FORTALEZA",,Plásticos,Indústria,,0,2000000,"Kibo Plásticos Industriais Ltda",07.654.198/0002-57,"Sociedade Limitada","Lucro Real","Injetoras, equipamentos periféricos, Moldes, Termo formadora a vácuo para grandes peças.",200000,"Embalagens e Peças Técnicas",,2005,"Proprietário Paulista Mudança de Cidade",2000000,2000000,1200000,350000,49000,15,35000,2,ZERO,"50% sinal + 50% em 10X durante este período o proprietário se mantem na direção.",40,"Sem concorrência local","Rua Pires Façanha, 80",,Centro,Outras,Ceará,Brasil,"Adilson Veiga","085 32602714",adilson@veiga.net,
112,GRÁFICA,0086,"Alimentícia ",Indústria,,0,350000,"Teka Gráfica e Editora Ltda.",03.860.542/0001-22,"Sociedade Limitada",Simples,"01 off-set Heidelberg, modelo GTO 52 – monocolor com numerador – R$ 130.000,00

01 off-set Adast, modelo 514 – monocolor (com saída para numerador) – R$ 45.000,00

01 off-set Multilith, modelo 1850 – monocolor – R$ 23.000,00

01 tipográfica Heidelberg de Leque – R$ 4.500,00

01 guilhotina Catu, modelo SS-80 – R$ 23.000,00

01 picotadeira automática Baumac – R$ 12.000,00

01 grampeadeira Miruna – R$ 17.000,00

01 furadeira Sicoli 2 furos – R$ 3.550,00

01 gravadora de chapas Skay – R$ 3.800,00

Escritorio (03 computadores, 01 scanner, 01 impressora laser, armários) 

Estoque (papéis, tintas, chapas, matéria prima em geral) – cerca de R$ 6.000,00

",5800,"Impressos em geral (cartões, folders, postais, pedidos, notas fiscais, cartazes, recibos, etc.)",,1990,"Aposentadoria dos sócios, filhos atuam em outras áreas, em outras cidades, e por isso não podem seguir com a empresa",165557,"185171,50","365113,79","34788,81","24352,16",30,9706,2,,"a combinar",7,"Há 20 anos no mercado, tem uma excelente carteira de clientes, incluindo grandes empresas. ","Av. Getúlio Vargas, 1334","salas 07, 08 e 09","Anita Garibaldi",Joinville,"Santa Catarina",Brasil,"Maria Helena Corrêa","47 3455-0921",mariahelena@tekagrafica.com.br,gizele.correa
113,"Comercial Montani",,Plásticos,Indústria,,0,,"Comercial Montani",10.612.954/0001-09,"Sociedade Limitada",Simples,"5 máquinas injetoras
25 moldes",,"Utilidades Domesticas",,2001,"Empresa familiar sem sucessores para dar continuidade",1600000,1800000,2190000,180000,150000,12,21600,1,,,,,"Rua Antonio Luiz Ferreira,19",,"Vila Carlina",Outras,"São Paulo",Brasil,"Wilson Nicoleti","11 9987-2364",montane@uol.com.br,
114,"LOJA DE ELETRÔNICOS E INFORMÁTICA",0088,Informática,Comércio,,0,35000,"Roges Roveda Vinhola da Silva",10.189.540/0001-19,"Sociedade Anônima",Simples,"Estação de Tonner Máquina de recarga de cartuchos monitores para manutenção e bancada ferramentas computadores impressora balcões, mesas estoque em elétrico, estoque em informática estoque em sistemas de segurança estoque em equipamentos para TV estoque em eletrônica.",,"Elétrica(ilumi, pezzi) informática várias..(intelbras, intel, epson câmeras(intelbras, outras alarmes e centrais fennix e intelbras","Prestadora de serviços de informática(redes, cabeamento e assistência(impressoras e pcs e notes) instalação e vendas de sistemas de segurança e alarmes vendas de elétrica residencial e predial",2008,"Falta de tempo de administrar",20000,45000,65000,12000,8000,35,4000,2,"Entrega quitada","Aceita propostas. ","1 demais terceriarizados","Negócio em ascensão amplos ramos de atividade atuando com empresas e pessoa física.","Av. Bom Pastor 2027, Caxias do Sul ","Loja 1",Kayser,Outras,"Rio Grande do Sul",Brasil,"Roges Roveda","54 32232675",rinfvendas@hotmail.com,
115,"BOLICHE E PIZZARIA",0089,Pizzarias,Comércio,,0,150000,"Green Bowl Boliche e Diversões Ltda",09.497.938/0001-33,"Sociedade Limitada",Simples,"04 pistas da Kopp,03 mesas de sinuca profissional,forno a lenha.",10000,,,2008,viagem,170000,180000,150000,15000,6000,40,3000,2,"R$7.000,00","À VISTA 100%.",02,"Boliche, sinuca, pizzaria, lanchonete e parque infantil, estacionamento próprio.único boliche do planalto norte do estado.","Rua:Nelson Aluisio Weiss,100","São Bento do Sul -SC",Colonial,"Serra (Norte)","Santa Catarina",Brasil,"Sergio Rocha","(47)9932-7591 /(47)9932-8252",luanacristie@gmail.com,
